iter	Passed	Remaining
344	7525	9924
345	7548	9904
346	7571	9884
347	7591	9859
348	7617	9843
349	7643	9827
350	7668	9809
351	7690	9787
352	7707	9760
353	7731	9741
354	7751	9716
355	7776	9699
356	7795	9673
357	7817	9651
358	7839	9630
359	7858	9604
360	7880	9582
361	7901	9560
362	7922	9537
363	7943	9515
364	7962	9490
365	7994	9479
366	8012	9453
367	8040	9438
368	8058	9412
369	8076	9386
370	8097	9363
371	8117	9339
372	8134	9312
373	8163	9298
374	8182	9274
375	8203	9250
376	8228	9232
377	8252	9212
378	8278	9195
379	8297	9171
380	8317	9146
381	8340	9126
382	8361	9103
383	8383	9081
384	8409	9065
385	8431	9043
386	8450	9018
387	8473	8997
388	8496	8977
389	8516	8953
390	8540	8933
391	8562	8911
392	8581	8886
393	8602	8864
394	8622	8840
395	8640	8815
396	8665	8796
397	8685	8772
398	8706	8750
399	8728	8728
400	8751	8708
401	8773	8685
402	8794	8663
403	8817	8642
404	8837	8618
405	8857	8595
406	8879	8574
407	8900	8551
408	8923	8531
409	8945	8508
410	8966	8486
411	8990	8466
412	9015	8448
413	9034	8423
414	9061	8406
415	9081	8382
416	9111	8368
417	9130	8344
418	9160	8329
419	9181	8307
420	9202	8284
421	9222	8261
422	9242	8237
423	9262	8213
424	9290	8197
425	9309	8173
426	9330	8150
427	9360	8135
428	9381	8112
429	9404	8091
430	9425	8069
431	9455	8054
432	9477	8032
433	9495	8007
434	9517	7986
435	9539	7964
436	9557	7938
437	9584	7921
438	9602	7896
439	9625	7875
440	9646	7853
441	9665	7828
442	9684	7804
443	9706	7782
444	9729	7761
445	9753	7741
446	9774	7719
447	9797	7698
448	9819	7675
449	9840	7654
450	9863	7632
451	9882	7608
452	9904	7587
453	9923	7563
454	9951	7546
455	9970	7521
456	9998	7504
457	10016	7479
458	10042	7460
459	10063	7438
460	10087	7417
461	10109	7396
462	10132	7375
463	10154	7352
464	10172	7328
465	10196	7308
466	10219	7286
467	10238	7263
468	10258	7239
469	10281	7219
470	10300	7195
471	10332	7180
472	10351	7156
473	10375	7136
474	10400	7115
475	10419	7092
476	10438	7068
477	10449	7039
478	10474	7019
479	10497	6998
480	10524	6979
481	10546	6958
482	10565	6934
483	10589	6913
484	10607	6889
485	10632	6869
486	10652	6846
487	10680	6828
488	10698	6804
489	10720	6782
490	10742	6760
491	10770	6742
492	10790	6719
493	10819	6702
494	10841	6679
495	10861	6656
496	10880	6633
497	10902	6611
498	10921	6587
499	10942	6565
500	10961	6541
501	10980	6518
502	11004	6497
503	11023	6474
504	11045	6452
505	11066	6429
506	11091	6410
507	11113	6388
508	11132	6364
509	11151	6341
510	11178	6321
511	11198	6299
512	11228	6281
513	11248	6258
514	11270	6236
515	11290	6213
516	11308	6190
517	11330	6168
518	11349	6144
519	11368	6121
520	11389	6099
521	11412	6077
522	11438	6058
523	11465	6038
524	11489	6018
525	11507	5994
526	11528	5971
527	11549	5949
528	11566	5925
529	11587	5903
530	11609	5881
531	11630	5858
532	11653	5837
533	11674	5815
534	11697	5793
535	11716	5770
536	11741	5750
537	11761	5727
538	11781	5705
539	11800	5681
540	11822	5659
541	11846	5639
542	11867	5616
543	11893	5596
544	11910	5572
545	11929	5549
546	11954	5529
547	11978	5508
548	11999	5486
549	12021	5464
550	12047	5444
551	12065	5420
552	12083	5397
553	12102	5374
554	12127	5353
555	12149	5331
556	12170	5309
557	12189	5286
558	12211	5264
559	12231	5241
560	12256	5221
561	12282	5201
562	12303	5179
563	12322	5156
564	12348	5135
565	12365	5112
566	12386	5089
567	12409	5068
568	12435	5048
569	12457	5026
570	12480	5005
571	12498	4982
572	12518	4959
573	12547	4940
574	12566	4917
575	12587	4895
576	12606	4872
577	12630	4851
578	12649	4828
579	12675	4808
580	12704	4788
581	12722	4765
582	12750	4745
583	12769	4723
584	12790	4700
585	12812	4679
586	12833	4656
587	12851	4633
588	12880	4614
589	12898	4590
590	12916	4567
591	12940	4546
592	12960	4524
593	12989	4504
594	13010	4482
595	13035	4461
596	13054	4439
597	13076	4417
598	13105	4397
599	13124	4374
600	13143	4352
601	13168	4331
602	13194	4310
603	13215	4288
604	13242	4268
605	13260	4245
606	13283	4223
607	13305	4201
608	13328	4180
609	13350	4158
610	13373	4136
611	13393	4114
612	13416	4092
613	13445	4073
614	13469	4051
615	13494	4030
616	13514	4008
617	13536	3986
618	13557	3964
619	13586	3944
620	13609	3922
621	13630	3900
622	13651	3878
623	13671	3855
624	13693	3834
625	13713	3811
626	13740	3791
627	13766	3770
628	13788	3748
629	13814	3727
630	13847	3708
631	13868	3686
632	13896	3666
633	13922	3645
634	13941	3622
635	13968	3601
636	13989	3579
637	14009	3557
638	14032	3535
639	14052	3513
640	14075	3491
641	14097	3469
642	14127	3449
643	14148	3427
644	14173	3406
645	14200	3385
646	14225	3363
647	14243	3341
648	14267	3319
649	14290	3297
650	14315	3276
651	14337	3254
652	14361	3232
653	14381	3210
654	14410	3190
655	14434	3168
656	14456	3146
657	14482	3125
658	14504	3103
659	14526	3081
660	14553	3060
661	14575	3038
662	14595	3015
663	14620	2994
664	14642	2972
665	14664	2950
666	14686	2928
667	14709	2906
668	14728	2884
669	14748	2861
670	14768	2839
671	14787	2816
672	14817	2796
673	14835	2773
674	14855	2750
675	14878	2729
676	14899	2706
677	14917	2684
678	14940	2662
679	14968	2641
680	14998	2620
681	15021	2598
682	15040	2576
683	15065	2554
684	15085	2532
685	15112	2511
686	15132	2489
687	15163	2468
688	15185	2446
689	15217	2425
690	15241	2404
691	15261	2381
692	15291	2361
693	15311	2338
694	15333	2316
695	15352	2294
696	15376	2272
697	15395	2249
698	15421	2228
699	15441	2205
700	15462	2183
701	15486	2161
702	15505	2139
703	15532	2118
704	15555	2096
705	15577	2074
706	15597	2051
707	15619	2029
708	15646	2008
709	15666	1985
710	15690	1964
711	15713	1942
712	15736	1920
713	15756	1897
714	15783	1876
715	15801	1853
716	15821	1831
717	15839	1808
718	15867	1787
719	15887	1765
720	15905	1742
721	15924	1720
722	15945	1698
723	15971	1676
724	15994	1654
725	16017	1632
726	16037	1610
727	16061	1588
728	16079	1566
729	16102	1544
730	16122	1521
731	16148	1500
732	16172	1478
733	16194	1456
734	16213	1433
735	16231	1411
736	16252	1389
737	16278	1367
738	16302	1345
739	16326	1323
740	16350	1301
741	16370	1279
742	16393	1257
743	16415	1235
744	16435	1213
745	16454	1191
746	16474	1168
747	16500	1147
748	16526	1125
749	16545	1103
750	16565	1080
751	16586	1058
752	16605	1036
753	16624	1014
754	16642	991
755	16673	970
756	16693	948
757	16715	926
758	16735	904
759	16758	882
760	16779	859
761	16802	837
762	16824	815
763	16847	793
764	16871	771
765	16889	749
766	16910	727
767	16939	705
768	16963	683
769	16989	661
770	17008	639
771	17036	617
772	17059	595
773	17090	574
774	17121	552
775	17141	530
776	17165	508
777	17183	485
778	17206	463
779	17227	441
780	17246	419
781	17266	397
782	17285	375
783	17315	353
784	17339	331
785	17364	309
786	17387	287
787	17409	265
788	17428	242
789	17452	220
790	17472	198
791	17493	176
792	17522	154
793	17542	132
794	17562	110
795	17590	88
796	17609	66
797	17634	44
798	17657	22
799	17675	0
